title,url,raw_price,location
Prodej bytu 2+1 97 m²,https://reality.idnes.cz/detail/prodej/byt/olomouc-palackeho/696de36073960d5a4104bbea/,7 290 000 Kč,"Palackého, Olomouc"
Prodej bytu 3+kk 79 m²,https://reality.idnes.cz/detail/prodej/byt/adeje-tijoco-bajo/62bb09c3fa01bd74a6095e59/,4 900 000 Kč,"Tijoco Bajo, Adeje, Španělsko"
Prodej bytu 2+1 62 m²,https://reality.idnes.cz/detail/prodej/byt/pardubice-jindrisska/68c4b131e69a472ce60bcc04/,5 950 000 Kč,"Jindřišská, Pardubice - Zelené Předměstí"
Prodej bytu 3+kk 81 m²,https://reality.idnes.cz/detail/prodej/byt/praha-19-k-vinori/695cdd593df370d4cf058c06/,11 740 000 Kč,"K Vinoři, Praha 9 - Kbely"
Prodej bytu 1+kk 36 m²,https://reality.idnes.cz/detail/prodej/byt/svitavy-ricni/67e5244bc9f9169b6a070f96/,2 835 000 Kč,"Říční, Svitavy - Předměstí"
Prodej bytu 3+kk 71 m²,https://reality.idnes.cz/detail/prodej/byt/praha-22/68404b3d8178bbed020f1742/,10 990 000 Kč,Praha 10 - Uhříněves
Prodej bytu 3+kk 95 m²,https://reality.idnes.cz/detail/prodej/byt/praha-1-krizovnicka/696f57d6244e1f1ccb0957b2/,23 000 000 Kč,"Křižovnická, Praha 1 - Staré Město"
Prodej bytu 2+1 97 m²,https://reality.idnes.cz/detail/prodej/byt/nova-bystrice-hradecka/68dad5df9bd31ce6d601bdc7/,2 690 000 Kč,"Hradecká, Nová Bystřice, okres Jindřichův Hradec"
Prodej bytu 1+kk 31 m²,https://reality.idnes.cz/detail/prodej/byt/orlova-osvobozeni/698ef0f29126111441074daf/,1 360 000 Kč,"Osvobození, Orlová - Lutyně, okres Karviná"
Prodej bytu 3+kk 110 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-hyacintova/691ed888d7e19aa49a0ddf01/,17 700 000 Kč,"Hyacintová, Praha 10 - Záběhlice"
Prodej bytu 1+kk 29 m²,https://reality.idnes.cz/detail/prodej/byt/praha-kolbenova/68f0cfbe6630a7bd0803e89c/,4 900 000 Kč,"Kolbenova, Praha 9 - Vysočany"
Prodej bytu 2+1 45 m²,https://reality.idnes.cz/detail/prodej/byt/vrchlabi-horska/687deb1d05b8260f290c8b68/,4 950 000 Kč,"Horská, Vrchlabí - Hořejší Vrchlabí, okres Trutnov"
Prodej bytu 1+1 39 m²,https://reality.idnes.cz/detail/prodej/byt/frydek-mistek-panske-nove-dvory/6996c437f6c9d9c3e20c87c7/,2 400 000 Kč,"Panské Nové Dvory, Frýdek-Místek - Frýdek"
Prodej bytu 2+kk 56 m²,https://reality.idnes.cz/detail/prodej/byt/praha-13-toufarova/698319cf37f7b906e30f7b22/,9 500 000 Kč,"Toufarova, Praha 5 - Stodůlky"
Prodej bytu 2+1 57 m²,https://reality.idnes.cz/detail/prodej/byt/sedlcany-na-severnim-sidlisti-i/697a1c456041ef0b9f0eb3c4/,4 730 000 Kč,"Na Severním sídlišti I, Sedlčany, okres Příbram"
Prodej bytu 3+1 120 m²,https://reality.idnes.cz/detail/prodej/byt/praha-13-svitakova/68d114d2045940c8b2083ab6/,17 900 000 Kč,"Svitákova, Praha 5 - Stodůlky"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/horany/68417666b25c3a4d490ad4c1/,3 150 000 Kč,"Hořany, okres Nymburk"
Prodej bytu 4+1 75 m²,https://reality.idnes.cz/detail/prodej/byt/jirkov-tkalcovska/698e6606b9daeacef506551d/,3 650 000 Kč,"Tkalcovská, Jirkov, okres Chomutov"
Prodej bytu 2+kk 84 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-malesicka/684065616011d962250f717c/,12 990 000 Kč,"Malešická, Praha 3 - Žižkov"
Prodej bytu 2+kk 58 m²,https://reality.idnes.cz/detail/prodej/byt/dolni-morava/68f5f70f9b12b9c018051d87/,6 997 000 Kč,"Dolní Morava - Velká Morava, okres Ústí nad Orlicí"
Prodej bytu 3+1 99 m²,https://reality.idnes.cz/detail/prodej/byt/teplice-bilinska/6933f9c23cb31fdc7b0c3fc1/,4 200 000 Kč,"Bílinská, Teplice"
Prodej bytu 2+1 53 m²,https://reality.idnes.cz/detail/prodej/byt/velke-opatovice-eduarda-usela/692f2aebd2a772a3190e2947/,2 750 000 Kč,"Eduarda Ušela, Velké Opatovice, okres Blansko"
Prodej bytu 2+1 69 m²,https://reality.idnes.cz/detail/prodej/byt/terlicko-majova/698df41fc2b8cac65d057d27/,3 100 000 Kč,"Májová, Těrlicko - Horní Těrlicko, okres Karviná"
Prodej bytu 2+kk 47 m²,https://reality.idnes.cz/detail/prodej/byt/golem/6862e1b3836c59dffa0eb210/,2 134 000 Kč,"Golem, kraj Tirana, Albánie"
Prodej bytu 5+kk 126 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-podbelohorska/69838715437094bb9d000abb/,19 700 000 Kč,"Podbělohorská, Praha 5 - Smíchov"
Prodej bytu 3+1 89 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-zborovska/698385676ebfd9602e055e53/,13 983 000 Kč,"Zborovská, Praha 5 - Smíchov"
Prodej bytu 4+1 85 m²,https://reality.idnes.cz/detail/prodej/byt/brno-pod-nemocnici/6994ae8de2170321b80e0aca/,8 399 000 Kč,"Pod nemocnicí, Brno - Bohunice"
Prodej bytu 2+kk 68 m²,https://reality.idnes.cz/detail/prodej/byt/karlovy-vary-nam-v-rezace/6971ee4aebce4b9ff70e7b62/,4 290 000 Kč,"nám. V. Řezáče, Karlovy Vary - Drahovice"
Prodej bytu 3+kk 105 m²,https://reality.idnes.cz/detail/prodej/byt/celakovice-delnicka/666319d89a449daf8103ed0e/,8 700 000 Kč,"Dělnická, Čelákovice, okres Praha-východ"
Prodej bytu 3+kk 118 m²,https://reality.idnes.cz/detail/prodej/byt/praha-7-u-papirny/67d7f61741aa4dece8027ab5/,23 500 000 Kč,"U papírny, Praha 7 - Holešovice"
Prodej bytu 3+kk 98 m²,https://reality.idnes.cz/detail/prodej/byt/jihlava-okruzni/67926139d6436335f50f3439/,6 890 000 Kč,"Okružní, Jihlava"
Prodej bytu 3+kk 97 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-polska/698056bcdfdd9c7a23043f79/,25 990 000 Kč,"Polská, Praha 2 - Vinohrady"
Prodej bytu 2+kk 62 m²,https://reality.idnes.cz/detail/prodej/byt/brno-stefanikova/6980587955e261811b041ce5/,6 990 000 Kč,"Štefánikova, Brno - Veveří"
Prodej bytu 2+kk 59 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda-klatovska/698c51bc55b0c081ea0a9786/,5 490 000 Kč,"Klatovská, Železná Ruda, okres Klatovy"
Prodej bytu 2+kk 184 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda-klatovska/698c51d7be06a5ba2d0f4ca6/,7 490 000 Kč,"Klatovská, Železná Ruda, okres Klatovy"
Prodej bytu 2+kk 115 m²,https://reality.idnes.cz/detail/prodej/byt/zelezna-ruda-klatovska/698c51ee242c164d450b7f3a/,6 990 000 Kč,"Klatovská, Železná Ruda, okres Klatovy"
Prodej bytu 1+kk 32 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-pod-barvirkou/671675ae737b2e99b9092b0d/,6 785 000 Kč,"Pod Barvířkou, Praha 5 - Smíchov"
Prodej bytu 1+kk 48 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-pod-barvirkou/671675c1b5c53179a60a1f98/,8 990 000 Kč,"Pod Barvířkou, Praha 5 - Smíchov"
Prodej bytu 1+kk 44 m²,https://reality.idnes.cz/detail/prodej/byt/brno-bratislavska/698d93432e5ba0a54603e99a/,5 980 000 Kč,"Bratislavská, Brno - Zábrdovice"
Prodej bytu 4+kk 138 m²,https://reality.idnes.cz/detail/prodej/byt/praha-21-pplk-novacka/6996c2cfa9371e8365032596/,23 500 000 Kč,"Pplk. Nováčka, Praha 9 - Běchovice"
Prodej bytu 4+kk 110 m²,https://reality.idnes.cz/detail/prodej/byt/rajecko-kruhy/6992bf0ff0d7d2750506808f/,11 665 500 Kč,"Kruhy, Ráječko, okres Blansko"
Prodej bytu 3+kk 93 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-krizeneckeho-namesti/698d87fef51c3cdad50dcfaf/,12 390 000 Kč,"Kříženeckého náměstí, Praha 5 - Hlubočepy"
Prodej bytu 4+kk 84 m²,https://reality.idnes.cz/detail/prodej/byt/ceske-budejovice-nadrazni/692edd45a4401aa590026520/,8 490 000 Kč,"Nádražní, České Budějovice - České Budějovice 3"
Prodej bytu 3+1 105 m²,https://reality.idnes.cz/detail/prodej/byt/morkov-horni/6996c18f2e9cb4b83602cbf5/,3 190 000 Kč,"Horní, Mořkov, okres Nový Jičín"
Prodej bytu 3+kk 81 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-vinohradska/6996c12b430ceb8fb10ad666/,16 900 000 Kč,"Vinohradská, Praha 3 - Vinohrady"
Prodej bytu 4+1 94 m²,https://reality.idnes.cz/detail/prodej/byt/usti-nad-labem-zeleznicarska/697b57228b2d5a1fa3033644/,3 600 000 Kč,"Železničářská, Ústí nad Labem - Střekov"
Prodej bytu 4+kk 115 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-kounicka/68edf1329c38f49575077cf4/,14 900 000 Kč,"Kounická, Praha 10 - Strašnice"
Prodej bytu 5+kk 130 m²,https://reality.idnes.cz/detail/prodej/byt/vimperk/691f1159741a872aed0d608f/,7 490 000 Kč,"Vimperk - Vimperk III, okres Prachatice"
Prodej bytu 1+kk 22 m²,https://reality.idnes.cz/detail/prodej/byt/praha-15-u-dvojdomu/699459e8a8cf348d0009b518/,4 500 000 Kč,"U dvojdomů, Praha 10 - Hostivař"
Prodej bytu 3+1 88 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-lesnicka/69941af0db66f8e6f3071f01/,11 990 000 Kč,"Lesnická, Praha 5 - Smíchov"
Prodej bytu 2+kk 59 m²,https://reality.idnes.cz/detail/prodej/byt/praha-4-5-kvetna/695f6e1a328195f9e4016e48/,6 600 000 Kč,"5. května, Praha 4 - Nusle, okres Praha"
Prodej bytu 3+1 83 m²,https://reality.idnes.cz/detail/prodej/byt/kaplice-omlenicka/690336e348aa82d8410f629d/,3 670 000 Kč,"Omlenická, Kaplice, okres Český Krumlov"
Prodej bytu 4+kk 108 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-evropska/6971ee639628e66c610a2d6b/,15 900 000 Kč,"Evropská, Praha 6 - Dejvice"
Prodej bytu 3+kk 68 m²,https://reality.idnes.cz/detail/prodej/byt/praha-9-u-smetanky/69806267b3cc48c4f90e66e6/,11 490 000 Kč,"U Smetanky, Praha 9 - Hrdlořezy"
Prodej bytu 2+1 68 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-rooseveltova/6992da80b469450bbb066aad/,12 490 000 Kč,"Rooseveltova, Praha 6 - Bubeneč"
Prodej bytu 4+kk 126 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-stochovska/697ccd5d050f727cab09f9d9/,18 990 000 Kč,"Stochovská, Praha 6 - Ruzyně"
Prodej bytu 3+1 65 m²,https://reality.idnes.cz/detail/prodej/byt/namest-nad-oslavou-husova/698620320a97ae9faf04b37a/,5 700 000 Kč,"Husova, Náměšť nad Oslavou, okres Třebíč"
Prodej bytu 4+1 81 m²,https://reality.idnes.cz/detail/prodej/byt/svitavy-antonina-slavicka/69889c760f84f92d85024ad1/,3 540 000 Kč,"Antonína Slavíčka, Svitavy - Lány"
Prodej bytu 2+1 51 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-baranova/698201d7f7ccd7408c0be475/,6 690 000 Kč,"Baranova, Praha 3 - Žižkov"
Prodej bytu 3+1 76 m²,https://reality.idnes.cz/detail/prodej/byt/ceska-lipa-hrncirska/693a94ff012b340e5a0d36ad/,3 100 000 Kč,"Hrnčířská, Česká Lípa"
Prodej bytu 1+kk 32 m²,https://reality.idnes.cz/detail/prodej/byt/zlin-druzstevni/698ef97d34399da9f00e56bd/,Cena na vyžádání,"Družstevní, Zlín"
Prodej bytu 3+1 70 m²,https://reality.idnes.cz/detail/prodej/byt/zlin-moravska/69028bf72660401b840e0ec7/,5 190 000 Kč,"Moravská, Zlín"
Prodej bytu 3+kk 112 m²,https://reality.idnes.cz/detail/prodej/byt/praha-9-kurta-konrada/69295dbe95e8fd54b4026267/,18 990 000 Kč,"Kurta Konráda, Praha 9 - Libeň"
Prodej bytu 2+1 65 m²,https://reality.idnes.cz/detail/prodej/byt/praha-14-bourilova/6926e9144ade8c77610851a6/,6 490 000 Kč,"Bouřilova, Praha 9 - Černý Most"
Prodej bytu 3+1 90 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-kubelikova/69651b56650bce63ab041ad8/,13 891 000 Kč,"Kubelíkova, Praha 3 - Žižkov"
Prodej bytu 2+kk 39 m²,https://reality.idnes.cz/detail/prodej/byt/praha-2-sokolska/68c1c82181ec09cb940b89a9/,6 490 000 Kč,"Sokolská, Praha 2 - Nové Město"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-kubelikova/682b2041d96376ed2d0bad4c/,8 934 000 Kč,"Kubelíkova, Praha 3 - Žižkov"
Prodej bytu 2+kk 61 m²,https://reality.idnes.cz/detail/prodej/byt/jesenice-v-laznich/696c82e29b37868a5c01f095/,7 850 000 Kč,"V Lázních, Jesenice, okres Praha-západ"
Prodej bytu 4+1 124 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-vinohradska/68625c93257be066b9007706/,20 990 000 Kč,"Vinohradská, Praha 3 - Žižkov, okres Praha"
Prodej bytu 3+kk 59 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-jinonicka/68affce83ce1fbe82e017b18/,11 390 000 Kč,"Jinonická, Praha 5 - Košíře"
Prodej bytu 2+1 50 m²,https://reality.idnes.cz/detail/prodej/byt/trebic-jar-heyrovskeho/6996b74360c95285b80628bf/,4 200 000 Kč,"Jar. Heyrovského, Třebíč - Nové Dvory"
Prodej bytu 3+1 70 m²,https://reality.idnes.cz/detail/prodej/byt/luhacovice/696df8af4432ab03c90a1dd5/,4 500 000 Kč,"Luhačovice, okres Zlín"
Prodej bytu 2+kk 51 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-radlicka/62fd4efa92f85e440c77418f/,Cena na vyžádání,"Radlická, Praha 5 - Radlice"
Prodej bytu 2+kk 52 m²,https://reality.idnes.cz/detail/prodej/byt/praha-5-radlicka/62fd4ea62f04f47d8e0b6a67/,Cena na vyžádání,"Radlická, Praha 5 - Radlice"
Prodej bytu 3+kk 66 m²,https://reality.idnes.cz/detail/prodej/byt/horni-becva/6988a762fdaf12399306b5fb/,7 016 058 Kč,"Horní Bečva, okres Vsetín"
Prodej bytu 2+kk 63 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-petrohradska/693b054be220924f89048e68/,14 990 000 Kč,"Petrohradská, Praha 10 - Vršovice"
Prodej bytu 1+kk 25 m²,https://reality.idnes.cz/detail/prodej/byt/praha-7-v-zavetri/698eccf0871b0f81150dbd54/,4 790 000 Kč,"V závětří, Praha 7 - Holešovice"
Prodej bytu 2+1 60 m²,https://reality.idnes.cz/detail/prodej/byt/hradec-kralove-trida-karla-iv/68d17fae11a9c11c900a19c7/,5 990 000 Kč,"třída Karla IV., Hradec Králové"
Prodej bytu 1+kk 80 m²,https://reality.idnes.cz/detail/prodej/byt/dubai/697735fde77fdc41dc010ee5/,11 229 162 Kč,"Dubai, Spojené arabské emiráty"
Prodej bytu 1+kk 33 m²,https://reality.idnes.cz/detail/prodej/byt/dubai-investment-park-2/6977381c2995a1421a0f632f/,4 036 469 Kč,"Dubai Investment Park 2, Spojené arabské emiráty"
Prodej bytu 2+kk 80 m²,https://reality.idnes.cz/detail/prodej/byt/al-ahia/68fd280e230ff5ebcd01ad4f/,1 872 200 Kč,"Al Ahia', Egypt"
Prodej bytu 1+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/al-hadaba/68f899cecab29e7c1e02586e/,764 600 Kč,"Al Hadaba, Egypt"
Prodej bytu 1+kk 16 m²,https://reality.idnes.cz/detail/prodej/byt/praha-9-kolma/68ecb8950b2877705b032c10/,5 055 000 Kč,"Kolmá, Praha 9 - Vysočany"
Prodej bytu 1+kk 18 m²,https://reality.idnes.cz/detail/prodej/byt/praha-9-kolma/68e8aebccd449e47e20624b4/,5 768 000 Kč,"Kolmá, Praha 9 - Vysočany"
Prodej bytu 2+kk 35 m²,https://reality.idnes.cz/detail/prodej/byt/cachrov/6761db23fb004fa13e0d2092/,4 790 000 Kč,"Čachrov - Javorná, okres Klatovy"
Prodej bytu 3+1 82 m²,https://reality.idnes.cz/detail/prodej/byt/tremosnice-druzstevni/693a9fc65a3989e5c70f2da4/,4 100 000 Kč,"Družstevní, Třemošnice, okres Chrudim"
Prodej bytu 3+1 88 m²,https://reality.idnes.cz/detail/prodej/byt/cerna-v-posumavi/68f2357bdfa4f61ef00c902a/,3 300 000 Kč,"Černá v Pošumaví - Bližná, okres Český Krumlov"
Prodej bytu 2+1 53 m²,https://reality.idnes.cz/detail/prodej/byt/most-1-maje/68fa444786069f2db70fb2d1/,1 950 000 Kč,"1. máje, Most"
Prodej bytu 2+kk 41 m²,https://reality.idnes.cz/detail/prodej/byt/karlovy-vary-sokolovska/68d150ba4663b0218d06fce1/,2 990 000 Kč,"Sokolovská, Karlovy Vary - Rybáře"
Prodej bytu 2+1 51 m²,https://reality.idnes.cz/detail/prodej/byt/ostrava-1-ceskoslovenskeho-armadniho-sboru/697e709754a5d9f82506b811/,4 150 000 Kč,"1. československého armádního sboru, Ostrava - Poruba"
Prodej bytu 1+kk 28 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-chebska/68148fceda26a12a5902bf09/,2 900 000 Kč,"Chebská, Mariánské Lázně, okres Cheb"
Prodej bytu 1+kk 28 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-chebska/68148f8b25c6bd04580c5121/,2 900 000 Kč,"Chebská, Mariánské Lázně, okres Cheb"
Prodej bytu 2+1 91 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-anglicka/689c7ca8d516d508f90e8b1f/,8 600 000 Kč,"Anglická, Mariánské Lázně - Úšovice, okres Cheb"
Prodej bytu 2+kk 61 m²,https://reality.idnes.cz/detail/prodej/byt/marianske-lazne-chebska/68148f3d12b8ab822e00bffe/,4 650 000 Kč,"Chebská, Mariánské Lázně, okres Cheb"
Prodej bytu 2+kk 59 m²,https://reality.idnes.cz/detail/prodej/byt/chotesov-plzenska/67ed1f9402f9219956033017/,Cena na vyžádání,"Plzeňská, Chotěšov, okres Plzeň-Jih"
Prodej bytu 2+1 56 m²,https://reality.idnes.cz/detail/prodej/byt/most-tr-budovatelu/698ed74f719d63dfba06e99a/,1 400 000 Kč,"tř. Budovatelů, Most"
Prodej bytu 2+kk 45 m²,https://reality.idnes.cz/detail/prodej/byt/bilina/697e7e832cbb90635a050d7b/,1 099 000 Kč,"Bílina - Mostecké Předměstí, okres Teplice"
Prodej bytu 3+kk 84 m²,https://reality.idnes.cz/detail/prodej/byt/brno-jerlinova/689b1b4ba0842bd6940a687b/,9 750 000 Kč,"Jerlínová, Brno - Žebětín"
Prodej bytu 3+kk 85 m²,https://reality.idnes.cz/detail/prodej/byt/brno-jerlinova/68526a5d149bbd93da0b50d7/,9 750 000 Kč,"Jerlínová, Brno - Žebětín"
Prodej bytu 4+kk 83 m²,https://reality.idnes.cz/detail/prodej/byt/torrevieja/680b8026766534458801b935/,9 627 250 Kč,"Torrevieja, Španělsko"
Prodej bytu 3+kk 73 m²,https://reality.idnes.cz/detail/prodej/byt/estepona/67f8cf71e21cad1f99050dc7/,13 070 750 Kč,"Estepona, Španělsko"
Prodej bytu 4+kk 104 m²,https://reality.idnes.cz/detail/prodej/byt/c-helecho-mojon-03191-alicante-spanelsko/67fab63003b01acfa605c857/,9 673 325 Kč,"C. Helecho Mojón, 03191, Alicante, Španělsko, Španělsko"
Prodej bytu 4+kk 176 m²,https://reality.idnes.cz/detail/prodej/byt/torre-de-la-horadada/68c168fe530e5a1fac0f31b6/,13 092 575 Kč,"Torre de la Horadada, Španělsko"
Prodej bytu 2+kk 54 m²,https://reality.idnes.cz/detail/prodej/byt/golem/697a1b8fe932f6190d0b2ee7/,1 440 450 Kč,"Golem, Albánie"
Prodej bytu 2+kk 56 m²,https://reality.idnes.cz/detail/prodej/byt/durres/697a2ad4d74e470fd808e296/,2 700 000 Kč,"Durres, Albánie"
Prodej bytu 5+kk 116 m²,https://reality.idnes.cz/detail/prodej/byt/praha-11-starochodovska/69767750d31d1f44830791d7/,15 775 062 Kč,"Starochodovská, Praha 4 - Chodov"
Prodej bytu 2+kk 41 m²,https://reality.idnes.cz/detail/prodej/byt/praha-11-starochodovska/6976774a1b9e105c700a69c7/,9 021 352 Kč,"Starochodovská, Praha 4 - Chodov"
Prodej bytu 3+kk 93 m²,https://reality.idnes.cz/detail/prodej/byt/estepona/6933bafe6186cb5668028fd8/,12 610 000 Kč,"Estepona, Španělsko"
Prodej bytu 4+kk 144 m²,https://reality.idnes.cz/detail/prodej/byt/san-roque-club/6933baf4411490717b077984/,12 488 750 Kč,"San Roque Club, Španělsko"
Prodej bytu 4+kk 170 m²,https://reality.idnes.cz/detail/prodej/byt/casares/6933ba0b22d743f6a20423a7/,12 003 750 Kč,"Casares, Španělsko"
Prodej bytu 4+kk 130 m²,https://reality.idnes.cz/detail/prodej/byt/torremolinos/6933ba0419570c8146089541/,12 003 750 Kč,"Torremolinos, Španělsko"
Prodej bytu 5+kk 146 m²,https://reality.idnes.cz/detail/prodej/byt/praha-3-vlkova/698de59daff2e511900bba99/,29 950 000 Kč,"Vlkova, Praha 3 - Žižkov"
Prodej bytu 4+1 119 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-u-dejvickeho-rybnicku/698de5a1079190d7920ad46e/,Cena na vyžádání,"U dejvického rybníčku, Praha 6 - Dejvice"
Prodej bytu 4+kk 153 m²,https://reality.idnes.cz/detail/prodej/byt/praha-10-bezna/698de5acef91285cb80d575b/,23 300 000 Kč,"Běžná, Praha 10 - Strašnice"
Prodej bytu 3+kk 72 m²,https://reality.idnes.cz/detail/prodej/byt/praha-13-toufarova/698de596c265f784aa058ebd/,12 863 000 Kč,"Toufarova, Praha 5 - Stodůlky"
Prodej bytu 4+kk 194 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-na-piskach/698de593e417516fdb011726/,20 990 000 Kč,"Na pískách, Praha 6 - Dejvice"
Prodej bytu 4+kk 107 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-u-dejvickeho-rybnicku/698de586dddc8941af00bf09/,Cena na vyžádání,"U dejvického rybníčku, Praha 6 - Dejvice"
Prodej bytu 3+kk 107 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-sestupna/698de55018e0e89cdc00d0e6/,16 950 000 Kč,"Sestupná, Praha 6 - Břevnov"
Prodej bytu 4+kk 120 m²,https://reality.idnes.cz/detail/prodej/byt/praha-6-u-dejvickeho-rybnicku/698de54ef9f6723ab10e5da0/,Cena na vyžádání,"U dejvického rybníčku, Praha 6 - Dejvice"
Prodej bytu 2+kk 89 m²,https://reality.idnes.cz/detail/prodej/byt/praha-9-v-tresnovce/696d68e24c9cff0ec409ddc5/,12 982 235 Kč,"V třešňovce, Praha 9 - Hrdlořezy"
Prodej bytu 3+kk 115 m²,https://reality.idnes.cz/detail/prodej/byt/dubai/688f8c80d6299c217405466d/,17 411 500 Kč,"Dubai, Spojené arabské emiráty"
Prodej bytu 3+kk 73 m²,https://reality.idnes.cz/detail/prodej/byt/santa-maria/6606c0b3ebd5d97a7f0f1ee5/,3 637 500 Kč,"Santa Maria, Kapverdy"
Prodej bytu 1+kk 25 m²,https://reality.idnes.cz/detail/prodej/byt/hurghada/697a703bd6b388b20f050916/,606 250 Kč,"Hurghada, Egypt"
Prodej bytu 2+kk 50 m²,https://reality.idnes.cz/detail/prodej/byt/hurghada/697a5f55cb6a7d66ef040f8d/,1 770 250 Kč,"Hurghada, Egypt"
Prodej bytu 3+kk 122 m²,https://reality.idnes.cz/detail/prodej/byt/dubai/688f7dfa7c8fe4987a0511f4/,20 127 500 Kč,"Dubai, Spojené arabské emiráty"
Prodej bytu 5+kk 145 m²,https://reality.idnes.cz/detail/prodej/byt/dubai/688e44d8bcaa980d140833b6/,12 100 750 Kč,"Dubai, Spojené arabské emiráty"
Prodej bytu 2+kk 50 m²,https://reality.idnes.cz/detail/prodej/byt/san-miguel-de-salinas-alicante/6996b0a75d05e26e180f3c2d/,3 031 250 Kč,"San Miguel de Salinas, Alicante, Španělsko"
Prodej bytu 3+kk 48 m²,https://reality.idnes.cz/detail/prodej/byt/san-miguel-de-salinas-alicante/6996b36781914f2f020573aa/,3 152 500 Kč,"San Miguel de Salinas, Alicante, Španělsko"
Prodej bytu 3+kk 82 m²,https://reality.idnes.cz/detail/prodej/byt/punta-prima-alicante/6996b092f3d77d354e08af27/,8 099 500 Kč,"Punta Prima, Alicante, Španělsko"
Prodej bytu 3+1 86 m²,https://reality.idnes.cz/detail/prodej/byt/chvalsiny/694119bc77056610e10a6c93/,3 350 000 Kč,"Chvalšiny, okres Český Krumlov"
Prodej bytu 3+1 65 m²,https://reality.idnes.cz/detail/prodej/byt/pardubice-na-drazce/6943cce941e09543e609ffa7/,5 390 000 Kč,"Na Drážce, Pardubice - Bílé Předměstí"
Prodej bytu 1+kk 24 m²,https://reality.idnes.cz/detail/prodej/byt/brno-rotalova/6874f016836747932d0cb730/,4 574 494 Kč,"Rotalova, Brno - Husovice"
